store_id,day,start_time_local,end_time_local
5060510610554371981,1,00:00:00,00:15:00
9005010624811713677,3,00:00:00,00:15:00
9005010624811713677,4,00:00:00,00:15:00
9005010624811713677,0,00:00:00,00:15:00
9005010624811713677,2,00:00:00,00:15:00
4243420246305474977,4,00:00:00,00:15:00
4243420246305474977,0,00:00:00,00:15:00
4243420246305474977,3,00:00:00,00:15:00
4243420246305474977,2,00:00:00,00:15:00
1058415345127439531,5,00:00:00,00:15:00
1058415345127439531,6,00:00:00,00:15:00
4664919917225425354,3,00:00:00,00:15:00
4664919917225425354,1,00:00:00,00:15:00
4664919917225425354,4,00:00:00,00:15:00
4664919917225425354,5,00:00:00,00:15:00
4664919917225425354,2,00:00:00,00:15:00
4493671975462354916,6,00:00:00,00:19:00
4493671975462354916,4,00:00:00,00:19:00
4493671975462354916,1,00:00:00,00:19:00
4493671975462354916,5,00:00:00,00:19:00
4493671975462354916,2,00:00:00,00:19:00
4493671975462354916,0,00:00:00,00:19:00
4493671975462354916,3,00:00:00,00:19:00
6288914411805113421,5,00:00:00,00:25:00
6288914411805113421,6,00:00:00,00:25:00
8909496802192683651,5,00:00:00,00:25:00
8909496802192683651,6,00:00:00,00:25:00
2297948296166828446,5,00:00:00,00:25:00
2297948296166828446,6,00:00:00,00:25:00
7325416583529585838,6,00:00:00,00:25:00
6770318841043018990,5,00:00:00,00:25:00
6770318841043018990,6,00:00:00,00:25:00
5081534068159938304,6,00:00:00,00:29:00
5081534068159938304,4,00:00:00,00:29:00
5081534068159938304,0,00:00:00,00:29:00
5081534068159938304,3,00:00:00,00:29:00
5081534068159938304,5,00:00:00,00:29:00
5081534068159938304,2,00:00:00,00:29:00
5366072592790137092,0,00:00:00,00:29:00
1136568205036649988,3,00:00:00,00:29:00
1136568205036649988,2,00:00:00,00:29:00
1136568205036649988,1,00:00:00,00:29:00
1136568205036649988,6,00:00:00,00:29:00
1136568205036649988,5,00:00:00,00:29:00
1136568205036649988,4,00:00:00,00:29:00
1136568205036649988,0,00:00:00,00:29:00
6642226438879069200,4,00:00:00,00:29:00
6642226438879069200,0,00:00:00,00:29:00
6642226438879069200,6,00:00:00,00:29:00
6642226438879069200,2,00:00:00,00:29:00
6642226438879069200,1,00:00:00,00:29:00
6642226438879069200,3,00:00:00,00:29:00
6642226438879069200,5,00:00:00,00:29:00
7433398711719243797,6,00:00:00,00:29:00
7433398711719243797,5,00:00:00,00:29:00
2377210718332421400,0,00:00:00,00:29:00
2377210718332421400,4,00:00:00,00:29:00
2377210718332421400,3,00:00:00,00:29:00
2377210718332421400,6,00:00:00,00:29:00
2377210718332421400,1,00:00:00,00:29:00
2377210718332421400,2,00:00:00,00:29:00
2377210718332421400,5,00:00:00,00:29:00
7185648782998525210,5,00:00:00,00:29:00
7185648782998525210,6,00:00:00,00:29:00
8105787185477488922,3,00:00:00,00:29:00
8105787185477488922,0,00:00:00,00:29:00
8105787185477488922,2,00:00:00,00:29:00
8105787185477488922,4,00:00:00,00:29:00
8105787185477488922,1,00:00:00,00:29:00
3907771017528016154,2,00:00:00,00:29:00
3907771017528016154,4,00:00:00,00:29:00
3907771017528016154,1,00:00:00,00:29:00
3907771017528016154,6,00:00:00,00:29:00
3907771017528016154,0,00:00:00,00:29:00
3907771017528016154,5,00:00:00,00:29:00
3907771017528016154,3,00:00:00,00:29:00
1842690252125283102,0,00:00:00,00:29:00
1842690252125283102,2,00:00:00,00:29:00
1842690252125283102,3,00:00:00,00:29:00
1842690252125283102,4,00:00:00,00:29:00
8047519486931112223,1,00:00:00,00:29:00
8047519486931112223,2,00:00:00,00:29:00
8047519486931112223,6,00:00:00,00:29:00
8047519486931112223,3,00:00:00,00:29:00
8047519486931112223,4,00:00:00,00:29:00
8047519486931112223,0,00:00:00,00:29:00
8047519486931112223,5,00:00:00,00:29:00
3493963246020552747,3,00:00:00,00:29:00
3493963246020552747,4,00:00:00,00:29:00
3493963246020552747,0,00:00:00,00:29:00
3493963246020552747,1,00:00:00,00:29:00
3493963246020552747,5,00:00:00,00:29:00
3493963246020552747,2,00:00:00,00:29:00
3493963246020552747,6,00:00:00,00:29:00
1964920647161734444,6,00:00:00,00:29:00
6422142558680745524,1,00:00:00,00:29:00
6422142558680745524,3,00:00:00,00:29:00
6422142558680745524,0,00:00:00,00:29:00
6422142558680745524,2,00:00:00,00:29:00
6422142558680745524,4,00:00:00,00:29:00
6422142558680745524,5,00:00:00,00:29:00
6422142558680745524,6,00:00:00,00:29:00
493317329045884725,5,00:00:00,00:29:00
493317329045884725,1,00:00:00,00:29:00
493317329045884725,3,00:00:00,00:29:00
493317329045884725,2,00:00:00,00:29:00
493317329045884725,4,00:00:00,00:29:00
493317329045884725,6,00:00:00,00:29:00
493317329045884725,0,00:00:00,00:29:00
2028997236413341493,5,00:00:00,00:29:00
2028997236413341493,0,00:00:00,00:29:00
2028997236413341493,6,00:00:00,00:29:00
2028997236413341493,4,00:00:00,00:29:00
2028997236413341493,1,00:00:00,00:29:00
2028997236413341493,2,00:00:00,00:29:00
2028997236413341493,3,00:00:00,00:29:00
9126641881664734775,6,00:00:00,00:29:00
2318689877042246714,4,00:00:00,00:29:00
2318689877042246714,1,00:00:00,00:29:00
2318689877042246714,2,00:00:00,00:29:00
2318689877042246714,0,00:00:00,00:29:00
2318689877042246714,3,00:00:00,00:29:00
7811790376454865729,6,00:00:00,00:29:00
4685930955531227474,4,00:00:00,00:29:00
4685930955531227474,1,00:00:00,00:29:00
4685930955531227474,6,00:00:00,00:29:00
4685930955531227474,0,00:00:00,00:29:00
4685930955531227474,2,00:00:00,00:29:00
4685930955531227474,5,00:00:00,00:29:00
4685930955531227474,3,00:00:00,00:29:00
1031837096861134419,6,00:00:00,00:29:00
7835778529962141524,6,00:00:00,00:29:00
7835778529962141524,2,00:00:00,00:29:00
7835778529962141524,5,00:00:00,00:29:00
7835778529962141524,4,00:00:00,00:29:00
7835778529962141524,1,00:00:00,00:29:00
7835778529962141524,3,00:00:00,00:29:00
7835778529962141524,0,00:00:00,00:29:00
5308654406249800276,4,00:00:00,00:29:00
5308654406249800276,6,00:00:00,00:29:00
5308654406249800276,5,00:00:00,00:29:00
5308654406249800276,1,00:00:00,00:29:00
